yearly_income,Kidhome,Teenhome,days_recent_purchase,winespend,fruitspend,meatprodspend,fishprodspend,sweetprodspend,premiumprodspend,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,complaints,cmpresponse,total_Spend,time_from_enrollment,HasTeenandKid,age,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Other,Marital_Status_Single,Marital_Status_Widow
0.4064881156156908,0,0,0.31053212454022844,1.05516469452462,1.4083708923321305,1.4199609131203075,1.6029086286670062,1.3889509873372563,1.090522310579458,0.7470615364758421,1.4302387239528194,1.725758059986323,-0.5541428908165424,0.7838518765544675,0,0,0,0,0,0,1,1.3132797685897497,1.5862669234384765,0,1.062182187039236,False,True,False,False,False,False,False,True,False
-0.16054386359519915,1,1,-0.3805094380036015,-1.212064850848552,-0.9883839237839787,-1.3772859887827076,-0.8733522562616843,-0.9725293192485553,-0.9400345312066214,0.15938036339893827,-1.4744496703807468,-0.37851007142739806,-1.1695178074035926,-0.08013973989714702,0,0,0,0,0,0,0,-1.443496372410464,-1.2339417812508915,1,1.3294261479610405,False,True,False,False,False,False,False,True,False
0.9830034800318813,0,0,-0.7951343755298995,0.7428633746190378,1.061625879806289,0.4432345483819818,1.3281880747381243,0.5519410014620566,0.447301814334702,-0.8240918895480868,1.4302387239528194,0.1547268278851249,1.2919818589446077,-0.5269686318354613,0,0,0,0,0,0,0,0.6582963001402774,-0.19491752162849282,0,0.3495316245810909,False,True,False,False,False,True,False,False,False
-1.3187548680329915,1,0,-0.7951343755298995,-1.212064850848552,-0.3845021384406181,-0.7093061116660496,-0.10044747852868989,-0.5200065340980529,-1.0449439505975482,0.15938036339893827,-0.7773718121400364,-1.3413112755867038,-0.5541428908165424,0.3562337075962927,0,0,0,0,0,0,0,-1.1169297987644804,-1.0855097441619774,0,-1.3430134612570046,False,True,False,False,False,True,False,False,False
0.41350660304515036,1,0,1.554406937119123,0.12029304901955436,0.9839367022278077,0.3954170349359009,0.7862454547104711,0.6990053778102082,-0.3442983920746363,1.4458100850102027,0.5570741433994221,0.5202538018750015,0.06123202577050761,-0.08013973989714702,0,0,0,0,0,0,0,0.17695913611040923,-0.9370777070730635,0,-1.0757695003352001,False,False,False,True,False,True,False,False,False
0.6008719188510194,0,1,-1.1406551568018146,0.8958622752702843,0.9699334185826084,0.27523945395103,-1.512219326219616,0.9578776624184016,-0.3928892435710691,0.15938036339893827,0.8805137766078167,0.7966746309906988,1.2919818589446077,0.3562337075962927,0,0,0,0,0,0,0,0.5916367712604025,-0.343349558717407,0,0.1713689839665543,False,False,True,False,False,True,False,False,False
0.2917280921846345,0,1,-0.5187177505123675,0.31983155918507805,1.2293289686832665,0.6106623637259271,0.8368425750414576,1.0480648494498328,0.09263053212125084,1.1488248439407351,1.1690720489213606,0.5202538018750015,0.36891948406403285,0.3562337075962927,0,0,0,0,0,0,0,0.4352092941947168,1.1409708121717341,0,-0.18495629726251842,False,True,False,False,True,False,False,False,False
-0.8781792539627736,1,0,-0.5878219067667505,-0.35985695627116576,0.12198827909524687,-0.08102563525069569,-0.7038529525305269,-0.9725293192485553,-0.030566894543546816,0.15938036339893827,0.18748931341328715,-1.3413112755867038,-0.5541428908165424,1.2039598307016401,0,0,0,0,0,0,0,-0.45368348928853014,0.2503785896382494,0,-1.432094781564273,False,False,False,True,False,True,False,False,False
-1.0723542216514,1,0,-1.03699892242024,-1.1249744996027344,-1.4563759650351837,-0.6010736356089762,-0.7038529525305269,-0.5200065340980529,-1.494184250890957,-0.8240918895480868,-0.24644378231362316,-1.3413112755867038,-1.1695178074035926,1.2039598307016401,0,0,0,0,0,0,1,-1.1888491361512254,0.10194655254933538,0,-0.45220025818432286,False,False,False,True,False,True,False,False,False
-1.8954253121680864,1,1,0.6560529058121438,-0.8449543462270839,-1.4563759650351837,-1.3772859887827076,-1.110686803111344,-0.9725293192485553,-0.4444333277327234,-0.8240918895480868,-1.4744496703807468,-1.3413112755867038,-1.7848927239906425,1.2039598307016401,1,0,0,0,0,0,0,-1.1569985688323923,-1.2339417812508915,1,1.6857514291901137,False,False,False,True,False,True,False,False,False
-1.8954253121680864,0,0,0.3450842026674202,-1.4077692992614164,0.3965301237740063,-1.0525600357216498,-0.04800493506819828,-0.9725293192485553,-0.2983220062020741,-0.8240918895480868,-0.7773718121400364,-1.3413112755867038,-0.8618303491100675,1.2039598307016401,0,0,0,0,0,0,0,-1.0437132689627666,1.1409708121717341,0,-0.6303628987988592,True,False,False,False,False,True,False,False,False
0.6234832942085983,0,0,1.139781999592825,0.19354018636445525,1.1916855737367575,1.3316099666671766,1.7728894104517496,1.5283012907363382,0.1751903679135577,-0.8240918895480868,-0.24644378231362316,0.7966746309906988,0.6766069423575577,-1.4631700908777867,0,0,0,0,0,0,0,0.96039041534023,-0.640213632895235,0,0.8840195464246998,False,True,False,False,True,False,False,False,False
0.46128234175294963,1,1,0.13777173390427097,0.31410089074887,-0.7191103062265937,-0.11557246888179842,-0.7038529525305269,-0.25982629869643853,-0.3928892435710691,0.7470615364758421,0.8805137766078167,-0.37851007142739806,-0.2464554325230174,0.3562337075962927,0,0,0,0,0,0,0,-0.04732220163939219,-0.640213632895235,1,1.5075887885755772,False,False,True,False,True,False,False,False,False
-1.8954253121680864,0,0,-0.3805094380036015,-1.590777689986446,0.31796098907233394,-0.8044852924769526,-0.3714780976154495,-0.9725293192485553,-1.0449439505975482,-0.8240918895480868,-1.4744496703807468,-1.3413112755867038,-0.8618303491100675,1.2039598307016401,0,0,0,0,0,0,0,-1.1888491361512254,1.2894028492606482,0,-1.610257422178809,False,True,False,False,False,True,False,False,False
1.4185704305392082,0,0,-0.8987906099114741,1.446079041812865,0.5850680380221227,0.3786973673516721,0.9377511420752965,1.2392367255415773,0.5046805355092836,-0.8240918895480868,1.1690720489213606,1.2020717376657115,1.9073567755316578,-0.9867044392512255,0,0,1,1,0,0,1,1.1199899308065984,1.1409708121717341,0,1.6857514291901137,False,False,False,True,False,False,False,True,False
